,type,text,Predicted_value
90,1,@KanyePodcast @Tip Why not work with Big U and Kanye to create and implement a program that lowers gun violence in Atlanta?,0
125,1,Kanye being political but shouldye? 😆 #kanyetrump #Kanye,0
179,1,@LawrenceforOH65 @jeffrichards66 @MomsDemand @Vote4Schiller Thank you for your common sense approach to help decrea… ,0
185,1,"@glenn_wofford @RealProCarlLeon @ChmuraLogan @NRA @NRATV @OliverLNorth Yes, all those lobbying for gun reforms real… ",0
187,1,@FoxNews Chicago needs National Guard with crew served weapons. No gang would dare to do gun violence upon their neighbors.,0
188,1,"@EconMan3 2.) problem with catastrophic is only true catastrophic is trauma/violence, i.e. car accident, gun shots,… ",0
204,1,@buzzman888 @ProudTexan1776 @GOP @realDonaldTrump They are now openly calling 4 violence against a group. This now… ,0
222,1,More guns = More protection,0
245,1,"@Asura_DarkSage @MSamtastic @Ocasio2018 @bkindivisible I'm so over paying for everyone else's healthcare, groceries… ",0
283,1,Focusing on Gun Violence is out!  Stories via @NBCNews #royalwedding #nbcnewsthreads,0
291,1,"@txpts777 @funder @DonaldJTrumpJr More than 60,000 a year dies because of gun violence in the U.S. can we say that… ",0
321,1,"@knowingispowr Because you desperately want something to be true doesn't mean it is.
",0
327,1,The Army. The only place where active shooter drills have real weapons with blanks... I was “shot” in the face.,0
335,1,"Take a look at your life.

Take a look at your community.

Take a look at your schools.

Take a look at the gun vio… ",0
66,1,Omg I can feel the pain through the screen.  March on dear  ones march on.  I am with you.,0
85,1,#Gunsense says Blacks shouldn't have guns because they'll kill themselves or others with them.,0
117,1,@BRUCEHAWES @FoxNews @StateofIllinois @VP So - does Indiana have a massive gun violence problem? No?,0
133,1,"Hey, silly gun lady.",0
139,1,"Asked about gun violence and debate over the Second Amendment, Kanye  West defends legal gun ownership: ""The proble… ",0
172,1,"Lol don’t come to a gun fight with a knife dumb ass dems !!!
Be careful what u wish for!!",0
174,1,#theagenda X4 suicides X30 accidental - opioid mia Toronto GUN Violence,0
177,1,In case you forgot. The suffering has not stopped.,0
219,1,@rocket_kyle @da_huse How about the much HIGHER chance of them being vicitms of gun violence?,0
229,1,Best tweet today!,0
291,1,Must be mental health day at the White House,0
306,1,@Diddy Weren’t you the one screaming Vote or Die way back? You are part of the damned problem! In this community th… ,0
318,1,Pa. governor signs new law in domestic violence cases: Surrender guns within 24 hours ,0
327,1,@FoxNews @StateOfIllinois should ban crossing the state line into Indiana to purchase the weapons that cause the vi… ,0
330,1,"@derlesu @NBCNews Were you asleep for the enormous, nationwide day of action against gun violence? 

Pay attention,… ",0
337,1,"""Many are sophisticated and well organized; all use violence to control neighborhoods and boost their illegal money… ",0
3,1,"As a Kentuckian, I apologize. Ridiculous.",0
21,1,@sojoiner19 @libertarianis13 A lot of crime happens because of gang wars that love off the black market of drugs. W… ,0
50,1,"Wow a 14 year old with a bookbag no type of mask, politely knocks on door deserved a gun to be pulled?? Plus he has… ",0
57,1,"22 years ago, Australia concluded and decided:
National Firearms Agreement (1996);
National Firearm Trafficking Pol… ",0
74,1,"#Robyn Thomas, you are an idiot . Gun violence is not a disease in need of a “cure”.",0
80,1,@Wanderer711 @Emma4Change @MFOLNC @AMarch4OurLives @Vets4GunReform I’ve lost 6 family members in my lifetime due to… ,0
140,1,"cc: Steve Scalise re: Op-Ed.

*Please see below* The problem is not Holder/Clinton. It is your POTUS.",0
235,1,@MitzieHunter @Polysesouvient @ZeroGunViolence @MidayntaYouth @OntLiberal It’s too bad you and the rest of the anti… ,0
246,1,"@tedcruz believes gun violence has to do with ""removing god from the public square."" This is both ignorant and an a… ",0
263,1,"This pediatrician thanks you, @KateBrownForOR",0
294,1, 💜,0
8,1,America should recall; BEFORE sociopathic trump USA used to feel empathy &amp; care for children who were victims of gu… ,0
51,1,@PastorDScott @loringlav74 That’s exactly how they treat B-on-B gun violence too.,0
98,1,@bag_pod Because apparently it's less scary than active shooter for kindergarteners. Regardless it's sick that it's even an issue,0
159,1,More bravery than all the bigots' put together. This girl and her peers will save our world.,0
167,1,"The church needs to communicate “we are with you” in relation to gun violence, police brutality and  ",0
168,1,Thanks @GovernorTomWolf,0
185,1,They thnk that terrorism is picking of gun agnst some 1z right bt they did nt know terrorism is inside their soul n… ,0
192,1,"#OurChildrenOurFutureOurHope Bravo Matt and Emma 👏🏽👏🏽👏🏽👏🏽

#VoteBlueToSaveAmerica #GunControl #BlueWave2018… ",0
209,1,@AMarch4OurLives @MFOLParkland @MFOLOrlando @StandWParkland @mfolhouston @MFOLBoston @MFOLSanDiego @MFOLGeorgia… ,0
230,1,.@shannonrwatts  Great news fm PA👏👏,0
17,1,"@HelenPhilpot I have to work overtime next week in order to attend a mandatory ""active shooter"" training class. It'… ",0
63,1,Fulfilled with various drills and exercises day one of KMUE course done. Now guys pack the toys and range time!… ,0
78,1,"If you’ve never experienced gun violence, watch this.

You’ll understand. ",0
79,1,"வாழ்த்துகள் சகோதரி ! 
Congrats Sister !",0
97,1,"@KrystinaArielle @GoldenLassoGirl As much as I LOVE, American Horror Story. That first season, years ago, had such… ",0
115,1,@HillaryClinton @ChrisMurphyCT @timkaine A wall will do more to stop gun violence in America than any action to des… ,0
123,1,@EricHolder You advocated violence with fast and furious. You’re an accessory to murder. The part of the story that… ,0
132,1,@DemetriusDarko @BoomStryker @goodoldcatchy @Angelux1111 @DLoesch @GayPatriot Violence is up because of lack of mor… ,0
155,1,"😍 Kesha on Common Sense Gun Laws and Partnering With March for Our Lives to End Gun Violence #Hair #Beauty...
",0
183,1,"Absolute insanity: “In an average day, 96 people die and hundreds more are wounded by gun violence in America.”

—… ",0
213,1,"@katiecouric There’s just too much, but here’s a start.

Campaign Finance Reform
Government Corruption
Climate Chan… ",0
14,1,@drillscottheron @BaylorXD @Diddy This enemy is also willing to invite people like meek mill to talk about prison l… ,0
31,1,"@alexrowens @danmoore1969 @NRA @realDonaldTrump How many did those 2 kill, wound, maim for life?  
As long as it's… ",0
40,1,"@betsystansell @ali @EricHolder @ryanjreilly Because of threats by democrats Cory Booker &amp; Maxine Waters, Sen. Paul… ",0
42,1,"""Silly gun lady.""
Says the woman who has lost jobs left and right and has less of an audience than that 'silly gun… ",0
44,1,"MTV "".SageSebert, KeshaRose, and Chika unite to break the gun-violence cycle in their powerful new video:… ",0
120,1,Weekly SSRN Tax Article Review And Roundup: Elkins Reviews Brunson's Paying for Gun Violence ,0
127,1,Player of the South China to slash trade official: 'Any country or entity' exempt from Gun Violence.,0
133,1,@NRA @KyleKashuv So rationale people in a democracy want to talk and debate. oh there evil grab your gun SKEETER! H… ,0
164,1,"Monsters aren't created by movies, books or video games. They are created by other monsters, or they are born that… ",0
212,1,"Gun Violence, Anti NRA Spoof T-Shirt - Stop School SHOOTINGS, Arm The CHILDREN - Ironic Gun Control Parody T-Shirt… ",0
234,1,#EnoughIsEnough #MarchForOurLives #StopGunViolence #NoRA,0
2,1,"@mike_pish @EsotericCD Ok, I'm honestly stumped. What ""obvious"" truth am I missing?

Poverty generates crime?
Citie… ",0
42,1,this is: pure idiocity,0
46,1,"Over 33,000 Americans die each year from gun violence. I just joined  to help create change.… ",0
105,1,Just checked out CNN News &amp; Fox News.  Not 1 mention on CNN of freed pastor or DOJ providing additional resources o… ,0
173,1,"@SteveScalise As a survivor of gun violence, it is shocking you advocate for less gun control and value your #NRA b… ",0
182,1,@DanielValtameri @FPSfluffy @Boogie2988 AMERICA! HOME OF TRUCKS! BEER! WIDESPREAD GUN VIOLENCE! NON-CORRUPT POLITIC… ,0
29,1,"Adapt = modify; become adjusted to conditions: 

Jo *adapted* to her new life in Hawaii. 🏄🏻‍♀️

Adopt = accept as o… ",0
70,1,"●USA
‘The superintendent of Stafford County Public Schools has apologized to the transgender middle school student… ",0
131,1,"Why haven't some (if not all) these ""Democratic Leaders"" been thrown in jail. This is ludicrous and needs to stop.… ",0
15,1,Daily reminder @RepMcKinley @EvanJenkinsWV @RepAlexMooney and @SenCapito sold out West Virginians on health care-AN… ,0
48,1,@MutambiNickson @PADDELAWRENCE @DamalieKatrah @FrankTumwebazek Have never heard of gun violence in USA! Everywhere… ,0
72,1,We've got to get ahold of this in the UK 🇬🇧. We scream about American 🇺🇸 gun violence and I have to watch stabbings… ,0
131,1,All the while the #TrumpFamily supports white supremacy and turns a blind eye to the main source of terrorism in th… ,0
162,1,Mood,0
219,1,"Gang and gun violence top of mind for voters, in fast-growing Abbotsford #CityVote2018 ",0
257,1,To the Parkland teens @Emma4Change @davidhogg111 @JaclynCorin @Sarahchadwickk @car_nov &amp; more: you inspire me &amp; thi… ,0
27,1,"@radliberal congrats, @NRA. Another responsible gun owner. Racist, hating, violence-promoting, bigoted brain-dead i… ",0
39,1,".@KeshaRose's March for Our Lives video goes on repeat to highlight the 'vicious cycle' of gun violence.

Click her… ",0
41,1,Honoring the police. Helping Chicago. And clearly placing the blame for increased violence on tying the hands of la… ,0
49,1,"This story has everything! Politics! Violence! Racial slurs! The passage of 4+ decades! Caulk! 
",0
51,1,Tech Girl Rewind:  Our Kids Should Not Have to Deal with Fear of Gun Violence ,0
68,1,"""Silly gun lady""😂😂😂",0
100,1,Yo @CoolStoryLu you can get your gun back now,0
124,1,@BmoreTrell trump should send the Proud Boys to fix the gun violence problem in Chicago!,0
139,1,Four years ago I had barely heard of New Yorkers Against Gun Violence (NYAGV) a public safety group determined to r… ,0
141,1,"@soledadobrien I had to block her after I made the mistake of tweeting at her ""go f*ck yourself crazy gun lady"" and… ",0
147,1,US JusticeDept says the #ChicagoPolice are the answer not the problem to rampant gun violence &amp; unsolved crime in t… ,0
170,1,,0
197,1,"DAILY WAKE UP CALL: ⏰ 

Good morning family! 

This is a great day to fight against social injustice, racism, inequ… ",0
218,1,@NYPD needs to raise its game an #TrainOfficers to think before violence (&amp; #perjury should be a dismissible crime) ,0
224,1,So they put the girls in the girls locker room and the boys in the boys locker room and found themselves a question… ,0
225,1,The bill ends the practice of letting subjects of protection from abuse orders give their weapons to family members… ,0
230,1,I liked a @YouTube video  President Obama Targets Gun Violence: The Daily Show,0
238,1,,0
249,1,@radliberal @USAARMYVETERAN And then they wonder why nobody wants to host them on their platform. This type of viol… ,0
254,1,Remember when trump said this?,0
263,1,@AWRHawkins @BreitbartNews @NRA Hollywood loves to promote gun violence and murder as entertainment. But they seem… ,0
266,1,@shelterdoc @AnnCoulter For the same reason I wouldn’t listen to a murder who rationalizes gun violence.,0
272,1,$200!?!? do you know how much these glocks cost or that APC 45 on the bottom shelf?!?  . $200 ?!! LMFAOOOOOOOO,0
10,1,Pennsylvania toughens gun laws in domestic violence cases ,0
29,1,@GrumpyOldeDude @teamtrace Most of the violence is concentrated in poor communities in our cities. That's caused by… ,0
41,1,"Hit for voting against gun control bills, Molinaro says it's more important to get to the root of violence - NY Dai… ",0
60,1,@KDogg2point0 @ByChrisBrennan @GovernorTomWolf @PhillyInquirer @PhillyDailyNews @realScottWagner @JohnFetterman… ,0
123,1,This is a good story by @jpags The policies and programs to seriously reduce gun violence are well known to those w… ,0
147,1,"When our own government is calling for violence,thanks but no thanks",0
162,1,Gun violence is no laughing matter folks!!,0
170,1,Shame on them!,0
207,1,Merica,0
209,1,@EricHolder you sir in fact were the worse AG I can remember. Gun running to protection of the IRS when they engage… ,0
231,1,"This is how you distinguish yourself to colleges and earn scholarship opportunities. ""Rock Hill student helps organ… ",0
241,1,~ “stop the gun violence” &amp; then rapped a song he wrote WOW,0
258,1,"@blackmetalparty @Janiwink @GerardBattenMEP @UKIP Knife, gun some form of violence than has caused a wound.",0
262,1,Please stop gun violence,0
264,1,It's not a mistake when they are uninformed because the Center for Disease Control is banned from giving out inform… ,0
300,1,Gun violence is a concern in many parts of our community...but for chlidren in the socioeconomically deprived areas… ,0
303,1,@FenceSittin @SCPinkLady @VoteCarrigan @MichaelAvenatti I agree ModMan! Sean has some excellent platforms on gun vi… ,0
306,1,Or elect @JohnTory to enjoy the daily gun violence.,0
15,1,😂😂😂 This how we battle gun violence! Clown on they stupid ass!,0
22,1,From the man that a leftist tried to murder with a gun. #ncga #ncpol,0
24,1,"@JerylBier @MollyJongFast @BenSasse Aging pudgy pasty Canadian here. 
I'll live (per actuaries) 3 years longer and… ",0
69,1,"***THIS IS A TRAINING EXERCISE***

Members from Company 2 and surrounding agencies are currently participating in a… ",0
85,1,"Gun crime into your right ear
Drugs and violence into your left",0
95,1,@claudiatenney is owned by the NRA and doesn't see this as a problem. Instead she makes despicable political statem… ,0
122,1,"@AdamKinzinger record year! Of the wrong kind.

And the only action seen from our corporate sponsored rep is having… ",0
151,1,"@No1Ghirl Thing is, as it is here in the States people are pretty much numb to gun violence and the right-wing here… ",0
184,1,Gun legislation needed. One would think YOU would vote for it!,0
192,1,@code_name_v @EricHolder The pic on the left representing the dems......appropriate!!!!  THEY are the ones who want… ,0
198,1,@not_mapk @CBSNews maybe we should also tax gun owners to pay for stopping gun violence....you want rights?  Pay for it,0
217,1,Great tweet!,0
234,1,"During an ""Active Shooter Drill,"" Teachers Made a Trans Student Sit in the Hall Alone #care2 ",0
239,1,"Proud to help organize today’s #NotOneMore event in Denver, a day of student-led workshops on gun violence preventi… ",0
244,1,"@mcbridemelissa I reported the fake site to Twitter. And, if I haven't already come across as too stupid, I would l… ",0
292,1,@CalvinLBenson @VicMensaSquad Y’all more mad about X allegations then the gun violence that killed him ?? 🤦‍♂️,0
300,1,"@DiehlForSenate Geoff Diehl -make sure ALL of your campaign materials say “I’m paid for by the NRA.

Geoff Diehl vo… ",0
301,1,Amen!!!!,0
325,1,"San Francisco street poop and NYC scary rats. Chicago, Baltimore etc with gun violence - I wonder why DemocRATS rui… ",0
338,1,@longlivekcx @TShakW Why do people want to ban auto and semi autos? Most gun violence comes from the use of handgun… ,0
377,1,"@JohnTory What a shame, encouraging gun violence and punishing the legal gun owners are all you have done!",0
5,1,"At the very least, MOB tactics like these are known as disturbing the peace. At least prosecute them for that! IMHO… ",0
12,1,"We soundly &amp; roundly reject: Communism/socialism, PC, open borders, gun control, Luciferianism, pedophilia, human t… ",0
38,1,"Two days ago, I was thrown into an intruder and active shooter drill as a student teacher.

32 twelve-year-olds, my… ",0
56,1,@JOCOEMA,0
84,1,"@_artcake Seems like that... Even if the reference was made towards him, so? He didn’t diss him. That’s like saying… ",0
138,1,#termlimits,0
139,1,"I wasn't ready for phase two.

Phase two is when they tell you over the intercom where the active shooter is in the… ",0
154,1,You bring a knife we bring a gun.  You are the party of violence. Looking in the mirror when uttering your nonsense… ,0
168,1,@AsaHutchinson,0
175,1,"@BeantownAmorous I have been hoping that a city councilor would call for a hearing, but it hasn’t happened. I would… ",0
216,1,@BruceRauner,0
256,1,@okea,0
269,1,@ahahospitals,0
311,1,@GovAbbott,0
314,1,Point. Terrible idea. #NYC should instead move in 180 degree opposite direction. Have mental health professionals b… ,0
338,1,"⁦.⁦@Yale⁩ endowment, facing pressure to address ethical issues like gun violence, may consider exiting private equi… ",0
370,1,@GovJeffColyer,0
381,1,@NewKDramaAddict I think it is going to be the new and very young voters and hopefully their impact on friends and… ,0
389,1,Staggering levels of poor marksmanship ,0
401,1,Wait wasn’t he the ring leader for gun control.. Speech in a small PA town “And it's not surprising then they get b… ,0
105,1,"@MikeTront @BrooklynRedLeg @JoshFinkbeiner @LPNational @capitalistparty Really?

Here’s an example of where it’s NO… ",0
128,1,"@TheGunBlog By this logic, we’d still have leaded paint, and jail parents for the “bad behavior” of living in paint… ",0
135,1,@rdlln @MikeTront @JoshFinkbeiner @LPNational @capitalistparty Actually is if you're using a rocket-propelled grena… ,0
139,1,"The media may be going insane about the #KanyeWest at the White House, what they're not covering is that Mr. ""Suck… ",0
153,1,"How Progressives can rationalize demanding the loss of freedom in one line:

“I don’t want to be brave/ I just want… ",0
169,1,Gun Violence Archive ,0
171,1,#AdvocacySummit18 will begin in just a few hours with more than 160 public health advocates to address firearms and… ,0
241,1,"As an autonomous flying shield, the EDNA prevents and stops gun violence in all directions saving lives right now.… ",0
255,1,@lisastark351 @JConabicycle That guy needs to be reported for several threatening tweets. He threatens gun violence… ,0
321,1,A sharp contrast to his opponent threatening him with violence.,0
325,1,"Quick draw, long history: How U.S. gun violence is an artistic constant over decades ",0
333,1,@_not_atf @DonutOperator @MsTikq @RealKazMiller @ChaeChae_J @AaronPr11405880 @Jmeezy0714 @BBCWorld I never said it… ,0
342,1,"What a completely dumbass thing to ""drill.""",0
344,1,Glad to be with Mayor @JimDonchess today in Nashua to discuss the gun violence prevention movement in New Hampshire. ,0
373,1,"Rosanne Cash, Lori McKenna Join Mark Erelli for Anti-Gun Violence Song ‘By Degrees’ ",0
380,1,"@RAINN #Domesticviolence crosses state lines, so should domestic violence gun laws  by… ",0
386,1,"@Connie_R_ @Oprah The Voting Woman’s Guide to Ending Gun Violence

Love, Love, Love this. Thank you, Oprah!",0
413,1,Wolf signs tougher rules for guns in domestic violence cases  via @PittsburghPG,0
416,1,@ResponderVC @OpenSorceress We at @Astral_AR agree! Check out our amazing EDNA #drone for #publicsafety… ,0
421,1,@BilldeBlasio @Chirlane @AndrewGillum West Palm Beach is right next to @realDonaldTrump and his MarALago palace. Ye… ,0
437,1,"@fred_guttenberg As a Kentuckian, and the mother of a gun violence survivor, I VOW to vote against that hateful man… ",0
442,1,#FaithNation 👇,0
25,1,Help survivors like me turn heartbreak into action. Your $250 donation will help support &amp; train survivors of gun v… ,0
28,1,"-End gun violence (Well armed peeps do that)
-End family sep. (don't drag kids to illegal acts)
-Elect men that bel… ",0
29,1,@rosagilbert @JaneyGodley @facebook @DurhamGala @DurhamMiners @elifxeyal @PeoplesMomentum @grahamemorris… ,0
46,1,Yes. The roots of violence report. I know this document. Yet we keep trying other *solutions* More cameras! More fr… ,0
63,1,"I just completed a 4 hour active shooter emergency training. 
Another certification to add to my CPR/First Aid, Security certs.",0
84,1,Rev. Rob Schenck Brings Christian Leaders and Churches Across America Together for Survivor Sunday to End Gun Viole… ,0
89,1,"Crosby players hear pregame lecture on gun violence in Shoot Hoops, Not Guns program  @RASports ",0
98,1,@BreitbartNews No sense worrying about all the gun violence.,0
116,1,@BreitbartNews We definitely don’t need any more ignorant celebrities pushing simplistic and ineffective gun contro… ,0
124,1,"Gun sense does not mean you are anti gun. 

It means you are anti violence. 

There’s a huge difference folks. 🤟🏼🧡",0
133,1,Mayor Broome is hosting a push for peace event in an effort to combat gun violence in Baton Rouge.… ,0
136,1,"@Karynregal @AyannaPressley @realDonaldTrump @wbznewsradio @SenWarren Geoff Diehl =NRA sell-out

Geoff Diehl will N… ",0
148,1,@LizzetteBianca Definitely needs to be part of the discussion because gun violence in the Black community is seen a… ,0
156,1,@QuinlanKeaton @Kherman112 I still believe in better gun laws but this right here needs to be reported on the highe… ,0
174,1,So much respect for these individuals and the message they have been taking all across the country!,0
183,1,"Gun crime into your right ear
Drugs and violence into your left
Default white headphones flooding the auditory
Subconscious waves you accept",0
195,1,No matter who picks up the gun it always brings disaster. Either he is delusional or it has dawned upon him that th… ,0
196,1,".@lauvnicole a young organizer in DC  is creating a memorial for the teens taken by Gun Violence in DC. 

If you wo… ",0
219,1,"Coward types something ignorant that he knows he can't rationally defend. So he mutes instead.

#GunSense/… ",0
240,1,Help if u can!!!,0
241,1,I applaud the Marble Colgate Church for honoring the many victims of gun violence in their Prayers of Remembrance a… ,0
248,1,"@ABC People call him crazy, but he is stating some real facts. Illegal gun violence is an epidemic in democratic ci… ",0
285,1,Could treating violent crime like a disease stop it from spreading? | World Economic Forum ,0
289,1,...in the rain! Thank you for your work to keep our families and our communities safe from gun violence. ,0
299,1,"Very interesting parallels across the Northern border with respect to crime victim compensation, dovetails with thi… ",0
305,1,"Learn to shoot assault rifles from our certified trainers 
 ""We provide proactive Active Sho… ",0
310,1,"@BrentSpiner I think Dems inciting violence is contagious. From Antifa to chasing Republicans out of  restaurants,… ",0
318,1,@TODAYshow @BeschlossDC you wasted your time writing a book about that? how about USING your time to stop gun viole… ,0
330,1,Also don’t say stupid shit about Chicago. Chicago gun violence is a DIRECT result of redlining and racism.  Literal… ,0
341,1,"#Vote 
#VoteForOurLives",0
344,1,"How capitalism determines “violence”
-gentrification by force: no
-police clubbing and pepper spraying: no
-withhol… ",0
370,1,@iphoneavocado @WirdieBirdie @QuinlanKeaton @Castantine @iske_paul @Kherman112 Not an equivalent comparison. But it… ,0
403,1,Mayor Broome is hosting a push for peace event in an effort to combat gun violence in Baton Rouge.… ,0
422,1,"Please watch, share and vote this November!
Watch Kesha's riveting March for Our Lives music video ",0
424,1,"Guns should be called “rooty tooty point-and-shooties” so no one will want to use them cause they sound dumb, putti… ",0
442,1,"@Gmckenny It won't undo the damage hes done, won't erase the deficit, won't stop the division of your country, won'… ",0
451,1,How often should Florida students train for active shooters? The state's rule isn't clear. ,0
52,1,True and sensible,0
99,1,what the fuck,0
113,1,Your Voice Matters - Your Vote Matters!! #GOTV #TakeItBack ✊✌️☮️,0
118,1,"Setting Jeff Sessions straight about Chicago
",0
147,1,@KaitMarieox You are walking around with a giant ass GUN that has such a large capacity for violence on a COLLEGE C… ,0
149,1,"The K-12 School Shootings Database linked in this article is easy to use and profoundly, existentially troubling to… ",0
157,1,The more who know....,0
174,1,One reason why Republicans couldn’t care less what young people think and laugh-off their complaints about climate… ,0
185,1,#HealthEducators say #ENOUGH. Miss my #SOPHE family,0
204,1,@FFSKarz @ElCorbynista @eschaz12 @am4huckleberry @krazykeithrules @Poserpup @absolute_INTJ @Steveredwolf… ,0
218,1,Girl wtf give us some tik tok realness tf,0
232,1,Less talk.  Time For ACTION.,0
245,1,"@DeanHeller Meanwhile, let’s not forget the NRA continues to spend $ to support #DeanHeller. Not surprising since h… ",0
284,1,...eliminates firearms has the highest gun violence in America. So Kanye talks to the community leaders and they ha… ,0
293,1,@pt What’s also weird is not recognizing that irreversibility of Bitcoin *increases* the return on violence in the… ,0
312,1,"In Puyallup, Washington StateTrooper used a gun and physical and emotional violence  spouse in  a Hotel Room on Jul… ",0
317,1,@MattxRed @plyreen @Emma4Change ONE VOICE DOES MAKE HUGE CHANGES BUT IF WE ALL TAKE A STAND ON GUN VIOLENCE....,0
319,1,"And it's like wow, people have been trying to stop this epidemic since 2004 working hard, meanwhile they are losing… ",0
333,1,They don't vote because at that age they haven't lived long enough to see the impact of not voting. When they get o… ,0
335,1,@BenSasse Because of your party’s actions to destroy protections for pre-existing conditions forced me to become in… ,0
345,1,"Not likely to win, but Democratic Steve Sisolax is grabbing the polls like Santa Claus brings kid's presents.
Hrs t… ",0
346,1,@ToddCollins1984 @TwitterSupport @TheDemocrats You are not saying I’m part of some movement.  We’ve never even met… ,0
354,1,"Arm me with facts. Blog about gun violence in the United States and building important literacy, research, civic sk… ",0
394,1,@Bandaidken @wtylersandberg I get it. So you bring up the Cong baseball practice shooting as a talking point agains… ,0
399,1,@ToddCollins1984 @TwitterSupport @TheDemocrats Stunts like threatening gun violence against strangers on twitter?,0
405,1,"We only have 4 months until our first large public display--we still need over 13,000 more Soul Boxes. Help make a… ",0
411,1,@Newsweek @AllOutOfHope @reesycup read the comments mocking her after she literally watched her husband get beaten… ,0
413,1,"They are not going to act unless the NRA  goes away.  If the NRA asked the Repubs to jump off a cliff, their respon… ",0
2,1,“Vote like your life depends on it.”  You never know when an act of gun violence could affect you or your loved one… ,0
23,1,We see the demorats' newest tehnique of trying to intimidate others through mob tactics and violence. They have sai… ,0
71,1,Young voters &amp; millennials - please watch this if you are tired of gun violence &amp; of old men controlling Congress.… ,0
72,1,Watts Residents Explore #BlackLivesMatter And Gun Violence In 'Gunshot Medley' ,0
79,1,That weird Lil Xan or whatever the fuck it is would be first pick. 6ix9ine gotta go too. Lil Pump might lack depth… ,0
83,1,"Georgia Teen, 14, Wows AGT’s Simon Cowell with Emotional Rap About Her Father Who Died Due to Gun Violence… ",0
95,1,"A step up. And a step in the right direction.

 ",0
110,1,We@must #KeepGoing rain or not!#WeekendOfAction #WoAll,0
135,1,@SenGillibrand Chicago has the strictest gun las in the country and it’s a battle field .You sound foolish .But you… ,0
158,1,@FBI this guy needs to stop promoting gun violence on women &amp; children. Thank you. ,0
179,1,"@SenGillibrand
Are you aware of this? In Washington?
",0
194,1,"Hear, hear! Stop @GOP violence against the People!",0
195,1,This is what “white savior” complex looks like.,0
199,1,"@NRA Disgusting...

Here’s a fact for all of you gun-wielding losers: Americans are more likely to die from gun vio… ",0
211,1,@davidhogg111 You are one stupid mother fucker go back to your safe space the only thing that cause gun violence is… ,0
228,1,Pleased to support @RepKathleenRice &amp; @Tom_Suozzi today at the Rally To End Gun Violence in Westbury. Inspired by t… ,0
238,1,THEY WON'T SO VOTERS HAVE TO FLIP EVERY SEAT BLUE NOV 6TH SO WE CAN GET SOME GOOD GUN LAWS TO PROTECT CHILDREN IN S… ,0
257,1,Victims of gun violence in WBO welterweight title fight live 1030am Manila time ESPN5 this morning! Crawford vs Ben… ,0
263,1,"Three Shot, 1 Killed Near National Night Out Event to Combat Gun Violence ",0
292,1,"@Alyssa_Milano If ya always do what you’ve always done, ya always get what you’ve always got. The cities with highe… ",0
307,1,"Blah, Blah Blah!  Enforce the laws already on the books!!  New laws will NOT stop the violence in our streets or sc… ",0
318,1,"@SenGillibrand Congress has passed laws to prevent gun violence dating all the way back to 1934.  20,000 plus gun l… ",0
340,1,@FaZeJev Are you promoting gun violence?,0
359,1,"@Honors_Zombie I'd forgotten the fake blood. Did the active shooter prep come before or after the unironic use of ""Sail Away""?",0
362,1,"“I don’t want to be brave, I just want to be safe.” ",0
425,1,👇🏽👇🏽👇🏽,0
3,1,Emma Gonzalez Brought to Tears Honoring Victims of Gun Violence  (see her intro by George Clooney)  via @variety,0
13,1,@JohnCar49574268 BTW...I sincerely hope we don’t stumble into more serious violence...but if that’s what the Cult w… ,0
16,1,"@technomotivated @KenidraRWoods_ @FoxNews And to that, obviously the next argument is “well a car/knife/etc could..… ",0
22,1,@KeshaRose 's song - The Most Vicious Cycle is repetative as are #gunviolence &amp; #schoolshootings in our country. No… ,0
32,1,@Kohmusiic Damn bro how you cram so much talent in one song? Like that's wilddd. I will definitely be harassing you… ,0
35,1,"This is such a wildly obviously horrible piece of weaponry for the NYPD to use on persons in distress. 

However, a… ",0
55,1,Fight against GUN VIOLENCE! VOTE BLUE,0
84,1,"Proud to be on stage today for our Rally to End Gun Violence. 

Enough is enough! It’s time to end the #NRA’s stran… ",0
94,1,Survivor Sunday will take place Oct. 14 as a call to pray for those who've lost a loved one as a result of gun viol… ,0
102,1,@davidhogg111 Congress has denied funding of any kind for gun violence research. This forces independent studies si… ,0
112,1,@kristineberth @Supraman87 @RandyHauser @jamisonfoser @nytimes I agree it’s not logical. I look forward to your twe… ,0
144,1,"It is a viscous cycle.  Brilliantly done.  Thank you for sharing it with all of us.
I will vote.  I always have.  S… ",0
208,1,Christians and Guns: Faith Leaders Across America Gather to End Gun Violence ,0
225,1,TY @WBTV_News for your coverage of our @SGVSummit with your interview of @Afriginos. It's #TimeToTalk at our Studen… ,0
229,1,@SenGillibrand I say we adopt all of Chicago’s gun regulations. They seem to be super effective in preventing gun v… ,0
233,1,@ConstableRosen talks gun sense w/ @MomsDemand. Working to end gun violence. #thepeoplesconstable ,0
251,1,,0
265,1,This is the best thing I’ve seen in a long time,0
271,1,Sitting in a Gun Violence Teach in.   Listening to ALL the people who have been impacted by gun violence.   It is v… ,0
276,1,"It's nice to know protest songs continue on, from Dylan to “This Is America” by Childish Gambino. Terrific commenta… ",0
316,1,@instapundit @AP4Liberty Lol the projecting considering the multiple mass gun shootings done my right wing white me… ,0
334,1,🗣,0
340,1,‼️‼️I CRIED WHEN I SAW THIS VIDEO‼️‼️😢 Take few minutes to watch this clip to realize how many beautiful lives have… ,0
344,1,Moral equivalence #Fail,0
